OrderID,Date,Product,Quantity,Price,Category,Total
160,2023-06-19,Kulaklık,2,4906,Aksesuar,9812
161,2023-02-14,Laptop,3,500,Elektronik,1500
162,2023-03-03,Monitor,1,4090,Elektronik,4090
163,2023-05-14,Monitor,1,3257,Elektronik,3257
164,2023-10-11,Laptop,2,4445,Elektronik,8890
165,2023-01-28,Mouse,4,490,Aksesuar,1960
166,2023-04-18,Kulaklık,4,3953,Aksesuar,15812
167,2023-02-13,Kulaklık,2,4530,Aksesuar,9060
168,2023-12-06,Klavye,2,728,Aksesuar,1456
169,2023-10-13,Kulaklık,1,4332,Aksesuar,4332
170,2023-11-27,Monitor,4,3030,Elektronik,12120
171,2023-05-08,Tablet,3,1621,Elektronik,4863
172,2023-12-14,Mouse,1,926,Aksesuar,926
173,2023-08-19,Kulaklık,2,4922,Aksesuar,9844
174,2023-07-09,Klavye,4,1600,Aksesuar,6400
175,2023-08-13,Monitor,3,3394,Elektronik,10182
176,2023-10-10,Tablet,3,2519,Elektronik,7557
177,2023-05-01,Telefon,1,1034,Elektronik,1034
178,2023-04-26,Telefon,4,3142,Elektronik,12568
179,2023-08-21,Tablet,4,4597,Elektronik,18388
180,2023-09-16,Monitor,2,1566,Elektronik,3132
181,2023-12-25,Klavye,4,3661,Aksesuar,14644
182,2023-07-17,Tablet,4,714,Elektronik,2856
183,2023-05-17,Mouse,1,1282,Aksesuar,1282
184,2023-11-14,Mouse,4,3323,Aksesuar,13292
185,2023-06-14,Telefon,3,2767,Elektronik,8301
186,2023-08-13,Kulaklık,1,230,Aksesuar,230
187,2023-11-03,Klavye,1,3083,Aksesuar,3083
188,2023-08-22,Telefon,2,4378,Elektronik,8756
189,2023-06-21,Kulaklık,4,4559,Aksesuar,18236
190,2023-06-01,Kulaklık,2,138,Aksesuar,276
191,2023-11-11,Mouse,3,4059,Aksesuar,12177
192,2023-06-09,Monitor,1,3687,Elektronik,3687
193,2023-04-06,Laptop,1,1020,Elektronik,1020
194,2023-08-21,Monitor,1,2869,Elektronik,2869
195,2023-06-29,Laptop,3,4211,Elektronik,12633
196,2023-04-23,Tablet,3,592,Elektronik,1776
197,2023-11-14,Mouse,2,1231,Aksesuar,2462
198,2023-02-21,Kulaklık,2,3621,Aksesuar,7242
199,2023-09-25,Klavye,2,410,Aksesuar,820
200,2023-10-22,Laptop,4,838,Elektronik,3352
201,2023-04-23,Monitor,1,3341,Elektronik,3341
202,2023-04-11,Kulaklık,1,645,Aksesuar,645
203,2023-04-23,Laptop,2,2561,Elektronik,5122
204,2023-03-22,Laptop,1,4446,Elektronik,4446
205,2023-07-06,Laptop,2,4954,Elektronik,9908
206,2023-04-23,Klavye,4,1904,Aksesuar,7616
207,2023-01-02,Mouse,4,3312,Aksesuar,13248
208,2023-05-10,Klavye,3,3910,Aksesuar,11730
209,2023-08-08,Telefon,4,913,Elektronik,3652
210,2023-02-23,Kulaklık,2,4224,Aksesuar,8448
211,2023-12-09,Mouse,4,2132,Aksesuar,8528
212,2023-08-12,Mouse,3,4672,Aksesuar,14016
213,2023-08-13,Mouse,1,4513,Aksesuar,4513
214,2023-05-06,Monitor,2,344,Elektronik,688
215,2023-05-10,Mouse,1,4943,Aksesuar,4943
216,2023-02-22,Klavye,3,4892,Aksesuar,14676
217,2023-06-21,Mouse,3,371,Aksesuar,1113
218,2023-08-06,Tablet,3,3611,Elektronik,10833
219,2023-06-09,Kulaklık,1,1871,Aksesuar,1871
220,2023-07-17,Mouse,1,1362,Aksesuar,1362
221,2023-09-04,Kulaklık,1,2524,Aksesuar,2524
222,2023-11-20,Tablet,1,4461,Elektronik,4461
223,2023-07-22,Tablet,3,1020,Elektronik,3060
224,2023-07-03,Kulaklık,3,3530,Aksesuar,10590
225,2023-05-03,Laptop,2,4535,Elektronik,9070
226,2023-09-12,Telefon,2,4584,Elektronik,9168
227,2023-10-21,Monitor,1,2724,Elektronik,2724
228,2023-10-07,Laptop,4,3860,Elektronik,15440
229,2023-11-21,Laptop,4,2150,Elektronik,8600
230,2023-04-08,Klavye,3,3600,Aksesuar,10800
231,2023-07-17,Monitor,3,1265,Elektronik,3795
232,2023-08-28,Monitor,3,475,Elektronik,1425
233,2023-05-24,Laptop,2,2133,Elektronik,4266
234,2023-04-07,Mouse,2,245,Aksesuar,490
235,2023-07-20,Klavye,3,4488,Aksesuar,13464
236,2023-05-04,Klavye,3,531,Aksesuar,1593
237,2023-07-06,Tablet,3,804,Elektronik,2412
238,2023-11-22,Monitor,4,2732,Elektronik,10928
239,2023-12-15,Laptop,2,4594,Elektronik,9188
240,2023-09-16,Tablet,4,1063,Elektronik,4252
241,2023-05-28,Kulaklık,4,2334,Aksesuar,9336
242,2023-09-09,Telefon,3,2141,Elektronik,6423
243,2023-12-12,Klavye,3,1928,Aksesuar,5784
244,2023-05-27,Kulaklık,1,2208,Aksesuar,2208
245,2023-05-28,Kulaklık,1,4168,Aksesuar,4168
246,2023-12-18,Mouse,4,1038,Aksesuar,4152
247,2023-07-18,Telefon,2,4905,Elektronik,9810
248,2023-11-04,Kulaklık,3,906,Aksesuar,2718
249,2023-05-08,Kulaklık,3,1563,Aksesuar,4689
250,2023-02-08,Telefon,4,3515,Elektronik,14060
251,2023-12-04,Telefon,1,110,Elektronik,110
252,2023-12-26,Kulaklık,2,1968,Aksesuar,3936
253,2023-05-09,Telefon,1,4967,Elektronik,4967
254,2023-09-24,Kulaklık,1,984,Aksesuar,984
255,2023-05-31,Kulaklık,1,3664,Aksesuar,3664
256,2023-10-25,Mouse,1,1489,Aksesuar,1489
257,2023-04-09,Laptop,3,3501,Elektronik,10503
258,2023-09-20,Kulaklık,3,4421,Aksesuar,13263
259,2023-09-09,Tablet,1,924,Elektronik,924
260,2023-05-24,Klavye,2,2365,Aksesuar,4730
261,2023-12-12,Monitor,4,1036,Elektronik,4144
262,2023-04-22,Laptop,2,2900,Elektronik,5800
263,2023-03-01,Laptop,2,2653,Elektronik,5306
264,2023-01-02,Laptop,2,3945,Elektronik,7890
265,2023-10-31,Mouse,1,1896,Aksesuar,1896
266,2023-09-11,Kulaklık,3,153,Aksesuar,459
267,2023-05-20,Mouse,2,826,Aksesuar,1652
268,2023-02-06,Kulaklık,1,2836,Aksesuar,2836
269,2023-06-09,Mouse,2,3270,Aksesuar,6540
270,2023-01-09,Mouse,2,2013,Aksesuar,4026
271,2023-08-21,Klavye,1,1696,Aksesuar,1696
272,2023-04-09,Tablet,3,2014,Elektronik,6042
273,2023-05-27,Mouse,3,2566,Aksesuar,7698
274,2023-10-31,Klavye,4,2837,Aksesuar,11348
275,2023-07-27,Telefon,1,949,Elektronik,949
276,2023-05-11,Tablet,4,2209,Elektronik,8836
277,2023-06-01,Mouse,4,102,Aksesuar,408
278,2023-02-23,Monitor,4,4355,Elektronik,17420
279,2023-04-30,Laptop,3,4169,Elektronik,12507
280,2023-06-10,Telefon,1,4976,Elektronik,4976
281,2023-04-26,Telefon,4,992,Elektronik,3968
282,2023-03-16,Klavye,1,2130,Aksesuar,2130
283,2023-04-23,Telefon,1,3260,Elektronik,3260
284,2023-04-14,Tablet,3,2476,Elektronik,7428
285,2023-12-06,Mouse,4,4775,Aksesuar,19100
286,2023-09-11,Mouse,4,2033,Aksesuar,8132
287,2023-08-15,Monitor,1,1480,Elektronik,1480
288,2023-04-22,Laptop,2,3781,Elektronik,7562
289,2023-04-09,Klavye,3,1390,Aksesuar,4170
290,2023-06-02,Laptop,3,1740,Elektronik,5220
291,2023-12-15,Telefon,3,2782,Elektronik,8346
292,2023-12-04,Monitor,3,1087,Elektronik,3261
293,2023-07-13,Laptop,4,1318,Elektronik,5272
294,2023-11-06,Tablet,4,1455,Elektronik,5820
295,2023-06-12,Mouse,2,4365,Aksesuar,8730
296,2023-07-27,Telefon,3,4716,Elektronik,14148
297,2023-06-18,Monitor,3,4235,Elektronik,12705
298,2023-06-10,Laptop,1,1660,Elektronik,1660
299,2023-03-09,Klavye,4,1518,Aksesuar,6072
300,2023-10-16,Tablet,3,1054,Elektronik,3162
301,2023-10-04,Tablet,2,1083,Elektronik,2166
302,2023-10-31,Laptop,2,1074,Elektronik,2148
303,2023-05-15,Mouse,4,4233,Aksesuar,16932
304,2023-07-14,Laptop,2,4072,Elektronik,8144
305,2023-05-08,Telefon,2,1013,Elektronik,2026
306,2023-02-02,Laptop,4,4649,Elektronik,18596
307,2023-06-25,Tablet,3,136,Elektronik,408
308,2023-01-22,Monitor,3,3487,Elektronik,10461
309,2023-08-26,Laptop,2,1811,Elektronik,3622
310,2023-06-07,Mouse,2,3120,Aksesuar,6240
311,2023-02-07,Monitor,3,895,Elektronik,2685
312,2023-08-18,Klavye,4,4136,Aksesuar,16544
313,2023-12-31,Kulaklık,2,4788,Aksesuar,9576
314,2023-02-20,Laptop,1,3211,Elektronik,3211
315,2023-09-21,Mouse,4,1424,Aksesuar,5696
316,2023-10-10,Monitor,2,417,Elektronik,834
317,2023-01-27,Mouse,2,2496,Aksesuar,4992
318,2023-08-14,Klavye,1,2262,Aksesuar,2262
319,2023-10-04,Tablet,1,2845,Elektronik,2845
320,2023-10-13,Mouse,3,1691,Aksesuar,5073
321,2023-04-07,Monitor,4,3211,Elektronik,12844
322,2023-10-11,Mouse,4,4030,Aksesuar,16120
323,2023-11-13,Mouse,3,2096,Aksesuar,6288
324,2023-10-31,Mouse,4,1412,Aksesuar,5648
325,2023-05-27,Telefon,4,1385,Elektronik,5540
326,2023-01-04,Telefon,4,4411,Elektronik,17644
327,2023-02-04,Tablet,4,2483,Elektronik,9932
328,2023-07-11,Laptop,4,3339,Elektronik,13356
329,2023-02-18,Mouse,1,2239,Aksesuar,2239
330,2023-01-17,Klavye,4,1804,Aksesuar,7216
331,2023-06-21,Laptop,1,462,Elektronik,462
332,2023-08-08,Klavye,4,2704,Aksesuar,10816
333,2023-06-07,Laptop,3,1816,Elektronik,5448
334,2023-02-15,Tablet,2,4551,Elektronik,9102
335,2023-01-06,Mouse,1,4386,Aksesuar,4386
336,2023-04-09,Mouse,4,3838,Aksesuar,15352
337,2023-08-21,Kulaklık,3,2569,Aksesuar,7707
338,2023-02-06,Klavye,2,4895,Aksesuar,9790
339,2023-10-07,Laptop,1,656,Elektronik,656
340,2023-12-15,Laptop,2,925,Elektronik,1850
341,2023-10-29,Telefon,3,2908,Elektronik,8724
342,2023-06-30,Kulaklık,1,4621,Aksesuar,4621
343,2023-04-05,Monitor,2,2819,Elektronik,5638
344,2023-04-09,Monitor,4,3608,Elektronik,14432
345,2023-07-07,Telefon,1,3841,Elektronik,3841
346,2023-04-26,Telefon,2,1674,Elektronik,3348
347,2023-07-10,Telefon,3,4098,Elektronik,12294
348,2023-09-10,Klavye,3,2229,Aksesuar,6687
349,2023-06-10,Klavye,1,2503,Aksesuar,2503
350,2023-09-13,Tablet,2,3429,Elektronik,6858
351,2023-11-19,Tablet,1,688,Elektronik,688
352,2023-05-08,Telefon,1,2112,Elektronik,2112
353,2023-01-18,Kulaklık,2,1647,Aksesuar,3294
354,2023-10-08,Laptop,2,394,Elektronik,788
355,2023-08-11,Klavye,4,2085,Aksesuar,8340
356,2023-02-23,Kulaklık,2,3217,Aksesuar,6434
357,2023-02-27,Mouse,3,1790,Aksesuar,5370
358,2023-11-19,Klavye,1,1236,Aksesuar,1236
359,2023-12-26,Klavye,1,2164,Aksesuar,2164
360,2023-06-23,Tablet,3,4555,Elektronik,13665
361,2023-10-07,Laptop,2,4895,Elektronik,9790
362,2023-04-24,Laptop,3,4643,Elektronik,13929
363,2023-10-15,Monitor,3,4870,Elektronik,14610
364,2023-12-08,Monitor,4,1107,Elektronik,4428
365,2023-05-31,Monitor,3,2614,Elektronik,7842
366,2023-05-07,Monitor,1,3626,Elektronik,3626
367,2023-06-04,Mouse,3,4781,Aksesuar,14343
368,2023-09-30,Mouse,1,1347,Aksesuar,1347
369,2023-04-14,Klavye,1,4002,Aksesuar,4002
370,2023-10-26,Telefon,1,1535,Elektronik,1535
371,2023-09-03,Tablet,2,671,Elektronik,1342
372,2023-06-25,Tablet,4,2482,Elektronik,9928
373,2023-02-08,Monitor,1,1345,Elektronik,1345
374,2023-06-19,Klavye,1,2184,Aksesuar,2184
375,2023-09-04,Kulaklık,2,377,Aksesuar,754
376,2023-01-26,Telefon,1,1987,Elektronik,1987
377,2023-12-21,Klavye,3,4679,Aksesuar,14037
378,2023-11-02,Telefon,3,1365,Elektronik,4095
379,2023-01-13,Telefon,4,4926,Elektronik,19704
380,2023-11-12,Telefon,1,1140,Elektronik,1140
381,2023-11-09,Klavye,2,1017,Aksesuar,2034
382,2023-02-05,Monitor,3,985,Elektronik,2955
383,2023-06-22,Tablet,2,2852,Elektronik,5704
384,2023-01-20,Tablet,2,121,Elektronik,242
385,2023-11-17,Monitor,3,4669,Elektronik,14007
386,2023-09-21,Telefon,2,3291,Elektronik,6582
387,2023-05-22,Kulaklık,3,2453,Aksesuar,7359
388,2023-05-23,Laptop,2,4899,Elektronik,9798
389,2023-04-02,Klavye,3,786,Aksesuar,2358
390,2023-12-20,Laptop,1,384,Elektronik,384
391,2023-11-18,Monitor,4,4911,Elektronik,19644
392,2023-10-15,Kulaklık,3,3847,Aksesuar,11541
393,2023-08-03,Klavye,3,862,Aksesuar,2586
394,2023-12-08,Monitor,4,2528,Elektronik,10112
395,2023-02-20,Telefon,3,2607,Elektronik,7821
396,2023-06-02,Tablet,3,128,Elektronik,384
397,2023-07-05,Laptop,2,1006,Elektronik,2012
398,2023-03-04,Mouse,4,3204,Aksesuar,12816
399,2023-07-09,Mouse,1,4099,Aksesuar,4099
400,2023-05-05,Kulaklık,3,3094,Aksesuar,9282
401,2023-05-30,Telefon,4,2606,Elektronik,10424
402,2023-11-10,Laptop,2,4765,Elektronik,9530
403,2023-02-27,Telefon,1,3709,Elektronik,3709
404,2023-12-08,Laptop,4,3653,Elektronik,14612
405,2023-11-01,Kulaklık,1,1553,Aksesuar,1553
406,2023-06-29,Kulaklık,1,4933,Aksesuar,4933
407,2023-06-19,Mouse,1,3456,Aksesuar,3456
408,2023-11-22,Telefon,3,615,Elektronik,1845
409,2023-09-28,Klavye,3,138,Aksesuar,414
410,2023-02-23,Mouse,2,3442,Aksesuar,6884
411,2023-04-11,Telefon,2,986,Elektronik,1972
412,2023-09-21,Mouse,4,2944,Aksesuar,11776
413,2023-02-22,Klavye,2,2304,Aksesuar,4608
414,2023-03-01,Tablet,1,1198,Elektronik,1198
415,2023-04-18,Tablet,1,1923,Elektronik,1923
416,2023-01-05,Tablet,3,3301,Elektronik,9903
417,2023-04-13,Tablet,1,3255,Elektronik,3255
418,2023-07-15,Monitor,4,3193,Elektronik,12772
419,2023-09-19,Laptop,1,3630,Elektronik,3630
420,2023-12-31,Monitor,1,3878,Elektronik,3878
421,2023-12-16,Monitor,4,2996,Elektronik,11984
422,2023-02-16,Monitor,2,3553,Elektronik,7106
423,2023-12-21,Tablet,2,3611,Elektronik,7222
424,2023-11-07,Klavye,4,1088,Aksesuar,4352
425,2023-11-04,Kulaklık,3,4216,Aksesuar,12648
426,2023-05-24,Kulaklık,1,4126,Aksesuar,4126
427,2023-09-26,Laptop,4,4279,Elektronik,17116
428,2023-05-04,Tablet,1,1782,Elektronik,1782
429,2023-04-16,Tablet,3,4765,Elektronik,14295
430,2023-06-07,Tablet,1,4063,Elektronik,4063
431,2023-05-27,Mouse,4,1033,Aksesuar,4132
432,2023-05-25,Telefon,1,3698,Elektronik,3698
433,2023-04-30,Mouse,2,3333,Aksesuar,6666
434,2023-11-15,Telefon,3,2080,Elektronik,6240
435,2023-10-02,Tablet,3,1955,Elektronik,5865
436,2023-04-02,Tablet,3,3156,Elektronik,9468
437,2023-02-27,Mouse,4,892,Aksesuar,3568
438,2023-12-12,Mouse,3,891,Aksesuar,2673
439,2023-08-17,Telefon,2,1909,Elektronik,3818
440,2023-04-27,Kulaklık,4,2355,Aksesuar,9420
441,2023-11-14,Telefon,2,3710,Elektronik,7420
442,2023-10-06,Mouse,1,1707,Aksesuar,1707
443,2023-05-07,Klavye,1,1084,Aksesuar,1084
444,2023-05-09,Mouse,1,3776,Aksesuar,3776
445,2023-02-27,Klavye,1,3480,Aksesuar,3480
446,2023-05-02,Laptop,2,619,Elektronik,1238
447,2023-01-01,Mouse,4,690,Aksesuar,2760
448,2023-08-27,Laptop,4,1150,Elektronik,4600
449,2023-10-17,Kulaklık,3,3733,Aksesuar,11199
450,2023-04-06,Telefon,2,4544,Elektronik,9088
451,2023-05-06,Klavye,1,1059,Aksesuar,1059
452,2023-04-28,Telefon,2,792,Elektronik,1584
453,2023-02-17,Laptop,3,3999,Elektronik,11997
454,2023-03-30,Klavye,3,4573,Aksesuar,13719
455,2023-08-25,Telefon,2,3046,Elektronik,6092
456,2023-09-29,Mouse,2,626,Aksesuar,1252
457,2023-07-08,Tablet,2,3324,Elektronik,6648
458,2023-07-11,Laptop,4,2353,Elektronik,9412
459,2023-03-10,Telefon,1,3444,Elektronik,3444
460,2023-10-05,Laptop,2,4065,Elektronik,8130
461,2023-12-15,Monitor,2,1975,Elektronik,3950
462,2023-09-04,Laptop,2,1863,Elektronik,3726
463,2023-03-17,Klavye,3,620,Aksesuar,1860
464,2023-06-03,Monitor,3,1116,Elektronik,3348
465,2023-05-24,Klavye,4,216,Aksesuar,864
466,2023-03-27,Tablet,1,2533,Elektronik,2533
467,2023-07-04,Monitor,4,683,Elektronik,2732
468,2023-10-12,Mouse,1,494,Aksesuar,494
469,2023-08-08,Laptop,3,3888,Elektronik,11664
470,2023-03-10,Telefon,3,2868,Elektronik,8604
471,2023-02-16,Kulaklık,3,4267,Aksesuar,12801
472,2023-04-04,Laptop,4,3960,Elektronik,15840
473,2023-08-26,Laptop,2,373,Elektronik,746
474,2023-07-23,Tablet,2,2113,Elektronik,4226
475,2023-08-06,Mouse,3,4533,Aksesuar,13599
476,2023-12-07,Kulaklık,2,1489,Aksesuar,2978
477,2023-02-08,Monitor,2,3666,Elektronik,7332
478,2023-04-10,Monitor,4,4802,Elektronik,19208
479,2023-10-16,Monitor,1,265,Elektronik,265
480,2023-09-11,Klavye,3,1667,Aksesuar,5001
481,2023-08-10,Klavye,3,828,Aksesuar,2484
482,2023-12-23,Telefon,4,2143,Elektronik,8572
483,2023-01-23,Kulaklık,4,4297,Aksesuar,17188
484,2023-09-07,Monitor,2,3596,Elektronik,7192
485,2023-01-10,Klavye,3,878,Aksesuar,2634
486,2023-09-03,Telefon,1,313,Elektronik,313
487,2023-11-21,Mouse,4,3862,Aksesuar,15448
488,2023-04-10,Telefon,1,1676,Elektronik,1676
489,2023-10-17,Klavye,1,2548,Aksesuar,2548
490,2023-06-29,Tablet,3,3036,Elektronik,9108
